y, x_0
-2.479106829367127602e+02 -5.984740261228829183e+01
1.648725470824939805e+02 3.093935314459258734e+01
2.700090137453033776e+02 7.075100368005968221e+01
-1.325769698258235962e+01 1.324787269855526972e+01
-6.370871060754781467e+01 -2.433643364810313869e+01
4.022178055471196956e+01 1.591122107891087012e+01
-3.348662473306289655e+01 1.583269584288302667e-01
2.771077497451806266e+02 5.294597520679721470e+01
-2.278349051662160036e+02 -3.902681264692748897e+01
-3.634872617021828205e+02 -7.168794856775079438e+01
-1.404133574142830412e+02 -2.478080224945358623e+00
-4.075652315199634472e+02 -9.987658423380558759e+01
-1.608028056413197078e+02 -1.843312043380463194e+01
-4.462447389036374261e+02 -8.133242947102971243e+01
-1.305787499996744145e+02 -4.873134058101320676e+01
-2.140352080829219403e+02 -5.065808398404882951e+01
1.447710857301552210e+02 4.428693107148589547e+00
-1.272241563844578991e+02 -3.467805383465854163e+01
2.771365932765646676e+02 6.154970796835050351e+01
-1.746928025186141440e+02 -4.194810933267190478e+01
2.564454331508969744e+02 4.857573433348804315e+01
1.917051307142017436e+00 -1.096392528120250631e+01
1.315851075392040173e+02 2.674825307959021359e+01
-2.335725210108413989e+02 -5.469294275593374977e+01
-4.900710870937115260e+01 -1.050360957505276360e+00
5.003018804299869657e+02 8.855082729219688531e+01
-4.456668803700273429e+02 -9.251060537218023683e+01
1.261338234602580712e+02 3.064591907346033395e+01
-4.133032155767073732e+02 -8.734399635675747220e+01
2.747376311558868451e+02 5.701234288585587251e+01
3.285332465882307815e+02 4.100028182986267211e+01
7.642409261651945229e+00 4.910201350597105829e+00
-3.763503591002249777e+02 -7.962666389197991634e+01
-1.100446114262229003e+01 2.280723939016560564e+01
4.818155500345476412e+02 9.871535056010029052e+01
2.256409324670200078e+02 5.805054781568262001e+01
-3.514899827170528397e+02 -6.258554066807802485e+01
-2.736154563896576519e+02 -6.470929763753005659e+01
2.751161103110820250e+02 7.394243969424468332e+01
1.672288782219431482e+02 2.007009851325160810e+01
2.516267279338511855e+02 3.814688659583043773e+01
-3.687814465587675841e+02 -7.520507089205102602e+01
3.271942851120836622e+02 5.677378143565877622e+01
1.125600385247308850e+02 3.089295591172313493e+01
-1.787469635473563301e+02 -6.480633911208326481e+01
4.424986460344443344e+02 9.910912778816444302e+01
2.391217707811015885e+02 3.237239315772606574e+01
-2.662273368316299411e+02 -6.253442823986776489e+01
4.978442927107415699e+02 9.157467495641793676e+01
6.094120221419125016e+00 1.306507724610730747e+01
-1.939602153324036635e+02 -5.215713848523322582e+01
-8.574926216855349992e+01 -2.150498263320996273e+01
1.672911819039209149e+02 3.109374834610963489e+01
-1.394320062246112286e+02 -2.945755140617445988e+01
2.341299962533887253e+02 4.682495045543754486e+01
-4.262806858943163206e+02 -8.856897235679410585e+01
1.801703909432007720e+02 3.922951659347697273e+01
1.577574337704613185e+02 3.124362699557198653e+01
-3.561956706931670169e+02 -6.893025406798416554e+01
2.593650405180699181e+01 3.203057472746772305e+01
-2.476789923493204526e+02 -5.140584793748286074e+01
-3.274761588582797458e+02 -7.168708226485270529e+01
-5.334000792246395406e+01 -1.342880546616365223e+01
-4.997836841188118342e+02 -8.707369273018935019e+01
-2.853606961403530704e+02 -6.158776299993142800e+01
1.986348015165526135e+02 3.380200519058880104e+01
-3.561737898234035811e+02 -8.970283916647721867e+01
-2.793952220127695796e+02 -5.196382434985915211e+01
2.008229555087119707e+02 4.872743781952954123e+01
-2.982392540804320902e+02 -4.248777299624259740e+01
7.920824134495745739e+01 2.922535679394741237e+01
1.964692462120372340e+01 -1.511117536921520355e+01
-4.153717597588607191e+01 -3.122974194444580576e+00
-2.100564759461074118e+02 -2.672651055693697231e+01
1.317431391648798922e+02 1.562820117168041634e+01
-5.206024938762816419e+02 -9.744366793227388257e+01
-4.029093017767287961e+02 -6.269609639455362071e+01
-3.086091326993891357e+02 -5.057379635184651079e+01
-2.775362342208090922e+02 -7.183517367488727245e+01
1.409739685350212568e+01 9.844720121241095967e+00
3.932465702235371623e+02 7.947742041619920883e+01
-9.390112330540728180e+01 -2.072635354627460913e+01
5.039630783715916209e+02 8.958512861099376323e+01
3.178304756101758244e+02 5.807315591812692901e+01
-8.831399622892195111e+01 -3.095478106786390526e+01
-8.948556874126064997e+01 1.222915745019832912e+00
3.910708458891926966e+02 6.298604032264589137e+01
4.792912433000784631e+02 8.456340432716251598e+01
4.220959615813864048e+02 7.277215493324140994e+01
-4.262988234447449258e+02 -7.906508685112689250e+01
3.240241149876088684e+02 6.860187535294960526e+01
2.481897022401930144e+02 5.038783648945417326e+01
3.405399694056229691e+02 8.395818792379822071e+01
1.602166560135274267e+02 4.935589177473872269e+01
-4.058245617028331935e+02 -5.635577741300075161e+01
-1.307123595771201394e+02 -1.752458817012319514e+01
3.516415043548294079e+02 4.331871986724428325e+01
3.054219093524060327e+02 8.556119615914803944e+01
-1.256601949279069146e+02 -4.668718860197045473e+01
2.742617738689437488e+02 4.888014031267212545e+01
-2.399347410190354424e+02 -2.401668900446465216e+01
2.373072443887107283e+02 3.792707486359032032e+01
-4.019478885512538113e+02 -7.877406431692557476e+01
6.238052365271309441e+01 2.989440517554996291e+01
-3.800307009166105559e+02 -9.489564051743899142e+01
2.230334029328855365e+02 6.066104295324413442e+01
-7.777104749484070112e+01 -5.797658928337611428e+00
2.400854205054992292e+02 4.856881294926688497e+01
1.553210937606717152e+02 1.944550940678972495e+01
-4.102681430482094527e+01 -2.898484925102042098e+01
1.383408174883129504e+02 2.950296108456370803e+01
1.609899841250800705e+02 2.749933707520663972e+01
-4.317268143972613075e+02 -8.241881264983253175e+01
-1.157511493951930959e+01 1.768771453078817046e+01
4.828005064037636771e+02 9.875521930875055432e+01
-3.557888587259046886e+01 -2.690041940907249796e+00
3.035464626743672056e+02 7.007767495440964467e+01
4.215941891511399149e+02 8.073425510549071760e+01
-4.752840888112426683e+02 -8.690474469976462046e+01
-2.120151530119020435e+02 -2.975838662837074367e+01
1.788876426490545839e+02 4.499597470885527173e+01
-2.219042439236705491e+02 -1.981543026036311517e+01
-4.224102439829596847e+02 -8.829192412129000900e+01
-3.984301698471373925e+02 -9.402185493239760206e+01
-3.051661383622255244e+02 -5.232493118238001983e+01
4.036280095912800903e+02 8.389111517369357784e+01
3.120636090117823187e+02 3.854414143808239146e+01
2.186034114788279226e+02 4.324767005428276434e+01
-1.155230397007597389e+02 -1.698436785088229328e+01
-4.853246211223723208e+02 -9.650336010777380125e+01
1.274192340519754083e+02 1.737101972770958014e+01
3.729362521725255988e+02 6.261435021122377975e+01
-6.262235912980047203e+01 -7.715895838269659635e+00
3.363702095872401969e+02 8.305534897547764217e+01
-6.159691874002342047e+02 -9.137815125732255694e+01
1.052011239202075501e+02 2.914218640684879347e+01
3.973368696889098146e+02 9.359205901448274290e+01
-1.831185434089642854e+02 -1.920520365270441232e+01
-1.868310347602518107e+01 -1.088277208708913690e+01
-3.673424515599306801e+02 -7.518889470827538446e+01
-4.842073768567721004e+02 -9.786982728675943122e+01
-3.173707911258701984e+02 -5.819894355486554360e+01
