y,x_0,x_1
8.085397873495975318e+01,8.354101408852986310e+01,-3.384602476921591574e+01
-2.005068411597978866e+02,-8.241017876347183346e+01,4.583707978464565258e+01
2.062857044836272848e+02,-6.363393023669172521e+01,-2.519156416143910349e+01
-1.677506165376872218e+02,7.022669129524558684e+01,5.335202125561505682e+01
6.665920218210659698e+01,2.370967429367858870e+01,2.486685248661710546e+01
-1.113498052636314242e+02,-8.341552939759520768e+01,4.810977745261965310e+01
2.077592081620998670e+02,-5.866927424400913083e+00,-3.460181327108034566e+01
1.713050035975736023e+02,-6.913606026113214398e+00,-9.293545995400947390e+01
-1.326779638990558965e+02,-7.700183315470985690e+01,8.117510131039878729e+00
-1.408836903803126859e+02,-2.605978365726990376e+01,3.838818867673822410e+01
3.233328053087456766e+01,-5.174867387149640052e+01,-1.993469901467155125e+01
-9.397295902113843624e+01,3.263950709897167712e+01,3.122795846786422658e+01
-1.954708763449636422e+02,-6.614699393688161422e+01,9.078787143606356835e+01
-6.253681209024314569e+01,-4.813260327452544374e+01,2.897861083418672479e+01
-1.510797959157895889e+02,1.012650252396372252e+01,8.188871077148448308e+01
1.852720660479072023e+00,7.233763329433216427e+01,1.614466037487936489e+01
1.859994023232763709e+02,3.961321883062240090e+01,-5.752345393254860539e+01
-2.482463506025764559e+02,-6.337206277821856304e+01,8.476469860429259029e+01
-1.807516252392544800e+02,2.885606860179188971e+01,7.277599764232115831e+01
3.361880066295798031e+01,-1.491789015721400347e+01,-1.489081737058268118e+01
1.226978677128237507e+02,-9.863197374480236590e+01,-1.134200500883665086e+00
-1.638639515195216063e+02,-3.186274938200332940e+01,3.512604527068558014e+01
-1.241148253133178514e+01,-8.229802034732307447e+01,-2.947559804592270893e+01
2.258076630235620712e+02,-4.585910309940977214e+01,-7.491157488099253214e+01
6.724452894631490096e+01,9.558579094379572894e+01,-5.099724827770226909e+01
1.282924636180761695e+02,-6.716742479119145059e+01,-5.582867242420916654e+01
2.541166267779855445e+02,-5.507615494271611567e+01,-7.956224252169437250e+01
5.891377958078054888e+01,-4.844751147732937113e+01,-4.071216132776061158e+01
-1.317578550960919586e+02,1.735248220664450969e+01,3.857085399583931462e+01
-1.923021962770905873e+02,-8.840853728121220456e+01,5.271134240807745641e+01
-1.885940992478706164e+02,-1.824532244176964468e+00,6.486559992672130193e+01
1.306255752676397037e+02,-1.867514900451084259e+01,-4.135780798644363898e+01
-9.367848016865440286e+01,-8.080994792487190637e+01,1.949044894756688961e+01
-1.264441936464670277e+02,-5.814405051902662080e+01,1.829894987571188381e+01
1.439660679113156334e+02,-4.223275839394793252e+01,-6.679570246584098925e+01
-1.072390549310255636e+02,7.930396779271364949e+01,3.458850645451229866e+01
1.575197672389218724e+02,5.151420498106858759e+01,-3.023803678779304960e+01
5.992118160039153096e+00,3.842579509505412716e-01,-4.883187360957649048e+00
-8.377039647583089277e+01,6.238211220102471088e+01,3.665919969695139002e+00
2.215044770759492678e+02,-7.143950744696947197e+01,-4.859045998261051125e+01
1.793706645989832396e+02,-1.648992578960715605e+01,-6.917565966202805328e+01
1.582382879727909710e+02,7.179979721104788837e+01,-6.604947953204300859e+01
-1.750516924082000969e+02,1.098557505928204137e+01,7.172330959670529182e+01
2.722245136490681716e+02,8.101578251672464148e+00,-7.141921130832446352e+01
1.170628856395812107e+02,5.167624336327926926e+01,-5.787751864898476128e+01
2.445628316578984993e+02,-5.727413518071409015e+01,-8.582356580600804818e+01
-1.710276725680605523e+02,8.821507536289647078e+01,4.947436622619031255e+01
-3.352260353039391703e+02,-6.215072967826451844e+01,9.061764948600401226e+01
-2.072156598467989852e+02,-3.538539893531392977e+00,2.944206166514467782e+01
2.531707814861223369e+02,8.795592420187549010e+01,-8.805813633955052921e+01
-2.368275688068591762e+02,5.919877108965297907e+01,8.845121974968185441e+01
-2.098117954170658663e+02,-3.744427640047886996e+01,9.726627427357527722e+01
3.697334553500646734e+02,-8.650931324416487200e+01,-8.049126849557445951e+01
-1.761906197153971902e+02,-8.292774903914256868e+01,7.304259731219397622e+01
6.817473460158366194e+00,-5.999897122435287145e+01,4.682760587243038231e+00
2.490867022325737423e+02,8.920581038893845971e+01,-7.850359077827741316e+01
-1.910052629515159026e+02,6.790736723550298848e+01,4.290486343280264236e+01
2.564837937591122454e+02,8.692219187910993128e+01,-7.765500139255286172e+01
-1.218877998068159343e+02,-3.831088283287841989e+01,5.935354178876360720e+01
1.844576072058206080e+02,1.883318370322028557e+01,-6.562433508710068963e+01
3.419044060132437153e+02,3.232193156099444309e+01,-9.568758404052421440e+01
-1.217659255599909471e+02,-7.047039611218238520e+01,5.385631186925979819e+01
-8.058037166297120280e+01,-1.803587689399188321e+01,2.791082869870894001e+01
1.389506617250214759e+01,6.526429266229490622e+01,1.034998153795238807e+01
-2.056071934563394166e+01,8.912933732657711516e+01,2.492922593720415136e+01
-2.315446849167822734e+02,7.271611560788556972e+01,4.252678547495912653e+01
-2.572326653285189195e+02,-2.748388668964913961e+01,9.373780675086521796e+01
1.068326660678627604e+01,-2.564660336080663683e+00,2.749318007536669484e+01
4.762636846385893818e+01,-5.640246799820134527e+01,-1.704189401013691452e+01
1.023180504206710282e+02,3.234622187461806675e+01,-4.513724273853101465e+01
7.428667533697287695e+01,3.082102601817106802e+01,-4.474581329754985148e+01
-1.106504943718856282e+01,1.875610938269234396e+01,3.762628496153942592e+01
-1.871085329468743339e+02,1.494024656945165930e+01,4.438179670548581157e+01
6.492469879166714009e+01,-9.294108209457583314e+01,-2.203829637661129937e-01
-1.168214543254265294e+02,7.407457551613356372e+01,1.894729494848579066e+01
1.050095617944677286e+02,8.506219097467891288e+01,-7.406414684916703095e+01
5.642694555816106572e+00,-7.842126019218918032e+01,-1.005972738067903549e+01
-3.614120456399728454e+01,-7.945915370708684122e+01,2.290701744211469304e+01
-2.241960319196669502e+02,-6.394360204461433739e+01,9.698149387821010237e+01
-4.996883820788617925e+01,3.157979371605506458e+01,3.146510654076166702e+01
-7.218608216572542347e+01,-5.817008793908158282e+00,6.899816446375652390e+00
-2.201087785015452596e+02,7.284295985255056394e+00,7.352804245245332027e+01
-1.362549068503870444e+02,-1.628439598684067846e+00,3.648350135504691139e+01
-4.380363347568065535e+01,-7.629173510994735352e+01,3.358008834566635414e+01
-2.703033057417607097e+02,8.033229276036598776e+01,8.578812144446720822e+01
-2.603488110050690238e+02,7.469323556878657655e+01,8.130694725328021377e+01
-1.754625330172866313e+02,1.666994263902834916e+01,6.420532759080597884e+01
-1.073851229971223233e+02,5.245019887270541403e+01,6.577732039180062884e+01
1.148417773200488199e+02,3.517118847521572889e+01,-2.708884547642385598e+01
9.131025102614560751e+01,2.151600271407312448e+01,-5.036783326141107864e+01
1.843809444423077935e+02,-9.275173691758931227e+01,-9.665105864022771698e+01
1.844615454676887509e+02,-4.283092496617260281e+01,-7.234402503954473218e+01
2.182089762718046586e+02,-7.302657541922650353e+01,-9.273701707176694242e+01
1.690894754358387786e+02,-7.319161315982698568e+01,-4.293266523205463159e+01
2.501608290632174487e+02,6.424157547492811204e+01,-8.395516480170030604e+01
4.662695821925888140e+01,-9.200370345838454966e+01,-4.060456652018469015e+01
1.516161785814175005e+02,3.818938783166987605e+01,-1.363969809118847820e+01
1.589178276169413095e+02,8.054272565557749886e+01,-4.390928665272340226e+01
-1.298038047049841737e+02,3.196854295876752872e+01,3.681581654928010039e-01
-3.182983613475708751e+01,5.068317563323998343e+01,2.128073174056770256e+01
-1.754418886638649724e+02,1.496012618371101155e+01,3.168449852070281736e+01
-1.058389687937021222e+02,6.065944031619216048e+01,5.539550148204747870e+01
8.402835682606847456e+01,-6.231871344961172809e+01,-2.474107718656040333e+01
9.034390607520765570e+01,1.198003835332204403e+01,-9.769498613676739751e+01
5.021333345689369310e+01,-7.831036721494115227e+00,-3.824160907290701061e+01
3.321724113370345322e+02,8.457075936148544315e+01,-8.835614093933527613e+01
2.796496297099073445e+02,8.533972352774799219e+01,-9.049202312754354693e+01
2.653791078050926444e+02,-8.617591239005413684e+01,-9.876847938319019704e+01
2.831153345983086069e+02,5.931767220418538500e+01,-9.685280587219236281e+01
1.347989944752411020e+02,1.165985706078176065e+01,-9.065372689183639920e+01
2.650091984373790410e+02,-9.696369270565332954e+01,-7.454127653298297673e+01
-1.235001163095208909e+02,1.027310778244678602e+01,8.856474354320661746e+01
2.278291320578461807e+02,6.689772267007094797e+01,-8.387291269120461834e+01
1.695438747027236559e+02,4.202534127512262785e+01,-6.116878920979820577e+01
8.394783523393947178e+01,-2.665005430519529739e+01,-6.014891764438237232e+01
1.989352024513061679e+02,-4.036294354620733316e+01,-3.759424923161707000e+01
2.150850970337860701e+02,-3.804164358024893033e+01,-7.315418978233211078e+01
-3.073118670098811549e+02,-7.686421692589703980e+01,8.278954307837676652e+01
-1.172150352254014365e+02,3.907098924533676154e+01,6.746319327019691059e+01
3.189532648468717184e+02,6.410927451932718668e+01,-9.695393638439375650e+01
2.498883420861840818e+02,2.176732075795055721e+01,-6.071101495397302017e+01
-8.760946718706331637e+01,5.701400412068159085e+01,8.839837081007772213e+00
1.694546251429709969e+02,-3.109564678926064119e+01,-4.894531835534549913e+01
-1.793605157249072306e+02,7.365803121533718922e+01,7.404477642864634390e+01
-2.657110546698338567e+02,7.199775251322944314e+01,8.124421715525642185e+01
-3.343864608742147482e+01,4.577410312279610594e+00,1.805608025822611751e+01
1.586059862749878846e+02,9.421300885882172338e+01,-2.100302815570856296e+01
1.616985911875917736e+01,7.609289951912032279e+01,3.042425320827967994e+01
1.798127151367798717e+02,-4.441336560614710294e+01,-3.606378537893417757e+01
-2.117017508427850885e+02,-9.381631578253323767e+01,6.698461987238735560e+01
1.345775892208640130e+02,3.218559198434675750e+01,-6.524897212114896661e+01
1.951927018477723550e+02,1.625332975185813211e+01,-6.204228847174834982e+01
-2.164706229074466250e+02,3.762853989365223129e+01,6.529461543297148296e+01
-2.372982670658279858e+02,-9.337860379949415801e+01,8.625311784271252691e+01
4.286717726014752827e+01,3.004149680636444941e+01,-1.874585542551490391e+01
-9.990461324485039540e+01,2.583738149561676778e+01,7.427647242808092187e+01
-2.379828039783198790e+02,-2.205986481630073115e+01,9.293275860340543204e+01
1.146395986484538412e+02,7.371243772875911304e+01,-4.341766292077437583e+00
1.780566329568010815e+02,4.565247340126560971e+00,-6.772930092105266908e+01
-1.771392664209206558e+01,2.773896842448138500e+01,-4.553809732121891329e+00
1.913159099328282480e+02,5.483956308405007007e+01,-5.711800234329480475e+01
-3.742529901949116038e+02,7.433885903906946169e+01,9.065500002283820891e+01
1.422364128003241603e+02,7.857552285112808477e+01,-2.008260811991019068e+01
-2.137388981988104319e+01,3.509410587666050674e+01,-1.648389512762406639e+01
2.358308557691117358e+02,-2.849744864308436831e+01,-5.817111287491876226e+01
2.871421166077762450e+02,4.413786123628392488e+01,-9.564835083481068523e+01
-1.030776251573831530e+02,6.700407160256918360e+01,1.169598195532381624e+01
1.112729945207966153e+02,4.959221740675590695e+01,-2.466055690828206082e+01
-1.324279666266286029e+02,2.667182400184537983e+01,5.677620409726230832e+01
1.609887497146905844e+01,2.101564358712455771e+01,-1.761440331023733563e+01
-1.175279917353320940e+02,-8.806381861785041565e+01,5.805788860440125632e+01
9.326269565250814253e+01,-2.170028952548557299e+01,-2.794914489693589132e+01
2.550274582366747111e+01,2.674999560162653722e+01,-5.706718903140313159e+00
2.556360268886019185e+02,-4.111453805157781005e+01,-5.693553848991268751e+01
-1.386579656595123140e+02,4.629776157094730138e+01,3.306974348101320516e+01
1.684048539344250912e+02,1.113777423557071700e+01,-8.378249635876343859e+01
-2.612014570770825799e+02,4.205294096082016608e+01,9.944094064994226301e+01
-5.395802736122291776e+00,-9.235574194589929675e+00,-3.497035934648366151e+00
2.517408008233020382e+02,3.563485928707535777e+01,-9.839585299757409587e+01
7.825405033054221349e+01,7.584816161586417138e+01,-3.664769520284589532e+01
-9.834377695070813274e+00,3.788523224989774008e+00,8.808316589952269737e+00
1.361585430332303304e+02,2.826219814178509182e+01,-2.532942662908396869e+01
-1.218656334692625620e+02,-2.920780849935987078e+01,3.639935071428084257e+01
2.553510247762355903e+02,-3.755866392644353624e+01,-8.067912963585101238e+01
2.671076794163401473e+02,3.350544508674371968e+01,-8.342333921864364754e+01
-2.177776920538853176e+02,6.502263741255913487e+01,7.325624951050312461e+01
-1.109689078568223408e-01,-8.645276358290684016e+01,2.801103015846447875e+01
1.874444938452417944e+02,9.240588635275096863e+01,-7.510968812745110768e+01
2.341009047444556401e+01,-1.931951029705886924e+01,1.349720720050981981e-01
1.264050601838195576e+02,5.015950153938493372e+01,-3.502288007098999856e+01
-3.747081528665221413e+02,9.016141754101940364e+01,9.768017927192721572e+01
-2.531152680009050755e+02,-7.957571715024036507e+01,7.073465235329555867e+01
1.003713366306729569e+02,-9.452020540818013217e+01,-4.994227260151730974e+01
2.931481304461678050e+01,8.270454523488382392e+00,7.353508096086287082e+00
1.388730552899924646e+02,7.783516602644672844e+01,-7.553961898407325748e+01
7.358587427070659714e+01,-6.995723605553065738e+01,-1.003949371719612316e+01
1.488705192994621598e+02,2.082344420148913855e+00,-3.959840739695182066e+01
-1.110787160279727175e+02,-1.932697906660123977e+01,4.187763299276161888e+01
-1.714333547538906544e+02,-3.543223818618166376e+01,6.405366984301400635e+01
-8.013436368011565492e+01,-5.265301541477016656e+01,3.866329160059481751e+01
-5.830601769794801470e+01,-8.605485640375448497e+00,2.415876924633859346e+01
2.924390312540846253e+02,5.623038331144752533e+01,-9.315241603373587509e+01
7.796894250585879149e+00,4.372456725535977284e+01,9.066794517638726347e+00
-2.233603421607896848e+02,-3.939691758853744830e+01,6.873562205093793409e+01
2.978311143892366317e+02,-2.302802725140800533e+01,-9.003878570238079249e+01
-2.383376258820590579e+02,-2.071102508817088506e+01,8.426785769496763123e+01
2.749586397241052964e+02,-5.925204422864922549e+01,-9.942536245864445732e+01
1.235202927548673415e+02,1.920634476010543779e+01,-2.643964389122163539e+01
3.847420656937239869e+02,-1.643027389422655915e+00,-9.815152749607203475e+01
-4.712581422165096967e+01,-3.330952916697185628e+00,5.282355834071120171e+01
6.501508063167437967e+01,-4.863007405055071075e+01,-6.782519822497178552e+00
1.848791444639800829e+01,-3.923474384144134319e+01,-1.601194261423488285e+01
3.386790778468304097e+01,-9.526558761598764136e+01,-3.635451786091479676e+00
1.166762615801946339e+02,6.788268232737726748e+01,-1.969730358319314689e+01
9.410432114683031557e+01,-8.301012266111165161e+01,-3.833885382770360906e+01
-7.231539076020594337e+01,9.024764387653553399e+01,-1.520811611660610652e+01
1.788175628923210922e+02,-4.058580153008093561e+01,-4.160463929959088603e+01
-6.222416171338925039e+01,7.696581529349342077e+01,3.130396148082951413e+01
2.876901158318948148e+01,4.862561209633074100e+01,-2.637841114873616277e+01
1.158494768894042863e+02,2.554037617004880190e+01,-1.310132159411938346e+01
-2.145431480462831928e+02,5.717726502378357623e+01,9.616422021456341440e+01
1.093538599898868711e+02,6.443953353096520686e+01,-6.838131573176369216e+01
-1.534689852143123403e+02,-3.790770808813099535e+01,9.764137363413658477e+01
-1.860157384261461857e+02,9.208648855729242655e+01,9.352409306752679186e+01
-1.713663707423680762e+02,7.779892841065790776e+01,6.203606095400456866e+01
-8.365440214887172488e+01,8.341907130474041310e+01,2.903751500153484244e+01
-1.547612552625595299e+02,5.693901418919355706e+01,3.930399604907782418e+01
6.850912287984812110e+00,-9.531816626034995465e+00,-5.594477415867213921e+01
2.861590330992709141e+02,3.972058017051270440e+01,-6.906064734007327388e+01
-1.351135754908706588e+02,1.131253204158699077e+01,4.160227982381624656e+01
-7.259642617228305994e+01,-4.949108461512312829e+01,4.223967650023121223e+01
1.560780685301050426e+02,-7.569922967299925176e+01,-6.309548772769942104e+01
5.556780301678154643e+01,1.548697317455500411e+01,-3.208728405130911199e+01
6.970970862662790068e+01,-3.536769207709009777e+01,-5.835217368362064860e+01
-2.865160995083206785e+02,5.789130291885001611e+01,7.005895116090005104e+01
1.283338710573452204e+02,9.029199291811283956e+01,-3.885262207838131587e+01
1.020827689406867478e+02,-7.528372360555252385e+01,-1.604758077437567465e+01
1.081641994192706022e+02,-2.102714482948371710e+01,-1.958950623238584399e+01
3.229493348858080140e+02,-4.734310202157152503e+01,-9.231239777010205216e+01
3.238350933673351619e+02,1.951986555359404463e+01,-7.251310140397779946e+01
-2.133089624674473725e+02,8.534445986191187217e+01,8.628814762476213218e+01
1.800787399578913721e+02,7.269938434737190391e+01,-5.442706721939447334e+01
-4.020047166274120798e+01,8.840163258777761257e+01,3.873160270554890872e+00
2.237106971906928550e+02,-6.248489374087740345e+01,-8.538333398114646400e+01
1.665890170416226397e+02,-8.484837375230979717e+01,-5.335156667953400245e+01
-1.451924952565640581e+01,-3.491915128121429746e+01,3.129710733126319155e+01
-2.299849994149908810e+02,1.234583770397937030e+01,9.796782394344160139e+01
1.479981274340108257e+02,-8.532311354965480632e+01,-6.149346185644988338e+01
-2.159730771543558490e+02,2.678256858059194201e+01,4.235179487982253477e+01
-1.284931318835969023e+02,8.441525056840731622e+01,5.409176520696462376e+01
1.123313325666946128e+02,5.830557961440263171e+01,-9.068497956973970986e-01
3.478510096138532504e+01,-8.214289969502841871e+01,-1.967138338312797430e+01
3.590228587334192412e+01,4.996743537691878601e+01,1.399826482831163332e+01
8.041231913720905311e+01,3.094867577639553247e+01,1.056164734444337228e+00
-2.362787451081259746e+02,-3.588478013382427889e-01,6.023820826874776913e+01
-4.148283024428393162e+01,8.810174009170032150e+01,5.725728773454179077e+01
-4.245882826040123348e+01,-5.585626904777338808e+01,-9.677370409876289159e+00
9.264974554757466763e+01,-1.384716266771597759e+01,-4.220433426969290025e+01
-1.378449758197038477e+02,-2.815517555474089306e+01,5.034256464470647074e+01
-1.884846861949465620e+02,5.556528206105767254e+01,7.851829023320988199e+01
1.940847009050713154e+02,-4.257900088701109809e+01,-9.440336256941144200e+01
2.881674700164505225e+02,-9.212714824300429939e+01,-8.167959712730043975e+01
2.248260065224269226e+02,9.122275587434955924e+01,-9.560758110425521750e+01
-1.661417033480265957e+02,-3.889039319540792405e+01,5.907195633755588915e+01
-2.128307716887854895e+01,-8.357921922802017889e+01,4.900441644277267983e+01
-1.780134676839642509e+02,-3.850227857567820422e+01,7.216737073950270087e+01
-7.457584924087512945e+01,5.474365374589970656e+01,4.162765751471192743e+01
-6.151761710386460891e+01,-2.290791012339283839e+00,4.517120478970139175e+01
-2.429355198512626544e+02,9.091260127800759960e+01,8.386520801538802061e+01
2.393556606423554456e+01,-6.751603461361543168e+01,4.359468916977291997e+00
2.607527565364158590e+02,2.474185935824975502e+01,-4.696567622753899940e+01
-8.905484042528422606e+01,5.678223783648209633e+01,1.895308654060217179e+01
-2.275569955706551184e+02,9.572125925774491861e+01,8.878046018222067914e+01
1.052150401782964764e+02,8.884129683002242928e+01,-4.743187158422141891e+01
-1.483256935981071933e+02,-3.602211277983253979e+01,6.777356648118038152e+01
2.613435298519948446e+02,7.978639610849700148e+01,-9.088147172708222854e+01
-1.261735586528190112e+01,-4.252559416806344927e+01,2.200247760006021736e+01
3.258699435623358198e+01,-5.705462097123772480e+01,6.416204198771097822e+00
-3.416777640835761645e+02,-7.593115440559559204e+01,9.822909662655422380e+01
5.464636643483181899e+00,2.540551536293284585e+01,2.122770407165978668e+01
-3.511222676933935816e+01,-1.694388592324467879e+01,-1.147842081122789182e+01
-8.831292895843604640e+01,-5.699840749533260009e+01,1.486016644761554062e+01
-1.141914690321449086e+02,-5.806301810979989853e+01,5.730200227190334772e+01
2.196025103952323221e+01,2.167928869090516741e+00,1.408877976840287261e+00
1.421588448238832143e+02,9.308654102277859010e+01,-4.611410664736346376e+01
1.093373300342161656e+02,8.696053932941856601e+01,-3.109481165024594418e+01
6.323706418790082751e+01,-3.745209250001167334e+00,-2.785760774523534167e+01
3.665826774180625591e+01,3.127874002100148232e+01,-2.762198723100364361e+01
-3.067047074134678653e+01,2.611756066941713073e+01,1.678984420924378185e+01
-5.938266665326732152e+01,2.709479699659583218e+01,4.476907253031620826e+01
2.126891943739451278e+02,5.045141459374045212e+01,-7.716366362923092481e+01
1.072073915878959269e+02,-3.125807805703489350e+01,-2.738050066680716554e+01
6.702257236141679186e+01,-6.517339305796539861e+01,-4.585252582539807520e+01
-1.144389453537784505e+02,5.100206572684052730e+01,8.771030089716043676e+01
7.052600698488552666e+01,-3.539493133865552466e+01,-3.148850894928372668e+00
2.817232153228037816e+01,1.257697749160675471e+01,-1.059307714002153489e+01
1.055352647707248934e+02,3.082742531998653135e+01,-3.436428914501978227e+01
-2.895536228077103758e+00,-2.572123417036877413e+01,1.679912747397196426e-01
2.277430282166573079e+02,8.364074867015332870e+00,-6.231345972395754274e+01
-3.346431416076649725e+02,9.985045513930947436e+01,8.632476873899659608e+01
4.793715387913862003e+01,-5.544890337132950719e+01,-7.248562798800193718e+00
-6.165999631004947901e+01,-6.423563658294695244e+01,1.758237529932138443e+01
7.861726577438761865e+01,7.205014345315899504e+01,-3.655164273854884982e+01
3.157777316905878706e+02,-7.529126041057111252e+01,-9.544735827101477810e+01
1.141645419950184959e+01,2.011181794388718913e+01,-1.277854363536388860e+01
-1.846758281445358421e+02,-5.416630114773581539e+01,6.433018797038673142e+01
-3.276009265843267713e+02,-5.589764098184308949e+01,6.752904633426476266e+01
4.913195432532219797e+00,-8.500426293593881155e+01,-2.455634353013260807e+01
-1.890357204574701200e+02,-8.856137844720080921e+00,7.119938470465234559e+01
7.259928117948486204e+01,8.340271849495982792e+01,1.103345255327410257e+01
-1.184439153815294645e+02,-7.391872470946078977e+01,7.762918978499880041e+01
8.906292249284314266e+01,6.028401934374443272e+01,-6.358137259216047710e+01
9.768075131265230482e+01,-1.592795223140161909e+01,-6.428399840606502380e+01
-2.639693395688353661e+01,-4.087955037069712461e+01,-3.706641229588328201e+00
-1.927767985989121939e+02,7.299687104561098749e+01,5.320027703206460501e+01
-2.350770614366937252e+02,-4.963982086272820027e+01,9.443310678587837970e+01
7.106298731042517147e+01,8.365856938958836508e+01,-8.485022285958109478e+00
2.784055163774588095e+02,-5.964179137282820875e+01,-6.683479852502667029e+01
1.002277902204559297e+02,8.173803389522197449e+01,-3.315576569765707404e+01
2.094036643094883061e+02,9.567517542654417184e+01,-6.648749253796732717e+01
2.265291432900746713e+02,-5.421493584273444810e+01,-4.868443396768227416e+01
-2.101009389273414740e+02,1.919002259761886364e+01,8.452901640595976573e+01
-1.064606247224375721e+02,8.340925358730117978e+01,6.477752150792483121e+01
-1.923758547966031642e+02,3.648416655079932980e+01,4.459735523938829260e+01
-3.025085819669763509e+01,-7.082278488451265730e-01,-1.594561775608929111e+01
1.414980389236692986e+02,-8.863128220639345045e+01,-6.318267042747929452e+01
-1.263734729802224024e+02,-5.849433159681424854e+00,7.653602548000802130e+01
-2.611362835416484813e+02,-3.254710405661553807e+01,9.972046813706688795e+01
-1.910829657008726201e+01,5.965101075785500484e+01,3.211409302653515851e+01
1.199734090434847076e+02,-8.114321024932766591e+01,-3.577328033749276415e+01
-2.682453307391564863e+02,8.388906666250227318e+01,8.242593179224718369e+01
-1.095281706108808777e+02,-3.059153675792728677e+00,2.858436011103543706e+01
-1.055317905754349823e+02,-1.044909643135385124e+01,3.237271846747268000e+01
1.719538297693599702e+02,-7.101805757052675006e+01,-7.874240984407900612e+01
1.496357266693719907e+02,-7.310734838733921492e+00,-6.191827829682659257e+01
3.640194511374291153e+01,4.811828673469327100e+01,5.295068690449113546e+00
5.904676780111280721e+01,-8.701164336113185982e+01,-2.708989267092377418e+00
-2.889930746898413361e+01,-7.203069281031415017e+01,-2.958088848682265848e+00
-1.078089544757883544e+02,-7.362560839045357852e+00,4.241078228496698443e+01
-2.252615890458771446e+02,7.495468000725199431e+01,8.605121099895330872e+01
2.394178682311907096e+02,5.344250861754991888e+01,-8.404247642970443621e+01
-5.810243436494130265e+01,-5.247939217608794849e+01,1.419173611963574899e+01
-1.661900663788600241e+02,-4.833196894346658468e+01,8.015494104697165767e+01
-1.138845304164782846e+02,-3.271677978314713187e+00,7.595309156360076486e+01
-1.477367227115047399e+02,8.668013352533310467e+01,6.771219057846508349e+01
-3.128434573500359761e+02,2.451862607128771288e+01,9.304818719001599447e+01
1.483637236056275412e+02,7.103229328149797084e+01,-4.325461319220198675e+01
-9.633517997267989585e+01,3.841792653058212181e+01,2.070622906542457997e+01
